"event","date","city","state","killed","injured","total","day","month","year","yearmonth","source","citystate"
2522557,2023-02-10,"Bronx","New York",2,2,4,"Friday","02","2023","2023-02","Gun Violence Archive","New York-Bronx"
2521084,2023-02-08,"Laurinburg","North Carolina",4,0,4,"Wednesday","02","2023","2023-02","Gun Violence Archive","North Carolina-Laurinburg"
2521112,2023-02-08,"New Orleans","Louisiana",4,2,6,"Wednesday","02","2023","2023-02","Gun Violence Archive","Louisiana-New Orleans"
2521423,2023-02-08,"Elizabeth City","North Carolina",4,0,4,"Wednesday","02","2023","2023-02","Gun Violence Archive","North Carolina-Elizabeth City"
2518860,2023-02-06,"Corpus Christi","Texas",3,1,4,"Monday","02","2023","2023-02","Gun Violence Archive","Texas-Corpus Christi"
2518344,2023-02-05,"Tucson","Arizona",3,1,4,"Sunday","02","2023","2023-02","Gun Violence Archive","Arizona-Tucson"
2518456,2023-02-05,"Newport","Arkansas",4,1,5,"Sunday","02","2023","2023-02","Gun Violence Archive","Arkansas-Newport"
2518292,2023-02-05,"Stockton","California",3,1,4,"Sunday","02","2023","2023-02","Gun Violence Archive","California-Stockton"
2518281,2023-02-05,"Peyton","Colorado",3,2,5,"Sunday","02","2023","2023-02","Gun Violence Archive","Colorado-Peyton"
2517797,2023-02-04,"Huntsville","Texas",2,2,4,"Saturday","02","2023","2023-02","Gun Violence Archive","Texas-Huntsville"
2516494,2023-02-01,"Los Angeles","California",5,0,5,"Wednesday","02","2023","2023-02","Gun Violence Archive","California-Los Angeles"
2243285,2022-02-27,"Alexandria","Louisiana",4,0,4,"Sunday","02","2022","2022-02","Gun Violence Archive","Louisiana-Alexandria"
2242153,2022-02-26,"Las Vegas","Nevada",13,1,14,"Saturday","02","2022","2022-02","Gun Violence Archive","Nevada-Las Vegas"
2242345,2022-02-26,"North Charleston","South Carolina",3,1,4,"Saturday","02","2022","2022-02","Gun Violence Archive","South Carolina-North Charleston"
2244673,2022-02-26,"Bogalusa","Louisiana",9,0,9,"Saturday","02","2022","2022-02","Gun Violence Archive","Louisiana-Bogalusa"
2241857,2022-02-25,"Baton Rouge","Louisiana",2,2,4,"Friday","02","2022","2022-02","Gun Violence Archive","Louisiana-Baton Rouge"
2241299,2022-02-24,"San Antonio","Texas",4,0,4,"Thursday","02","2022","2022-02","Gun Violence Archive","Texas-San Antonio"
2238575,2022-02-21,"Saint Paul","Minnesota",3,1,4,"Monday","02","2022","2022-02","Gun Violence Archive","Minnesota-Saint Paul"
2238165,2022-02-20,"Des Moines","Iowa",4,0,4,"Sunday","02","2022","2022-02","Gun Violence Archive","Iowa-Des Moines"
2238312,2022-02-20,"Mccomb","Mississippi",3,1,4,"Sunday","02","2022","2022-02","Gun Violence Archive","Mississippi-Mccomb"
2238657,2022-02-20,"Omaha","Nebraska",4,0,4,"Sunday","02","2022","2022-02","Gun Violence Archive","Nebraska-Omaha"
2238403,2022-02-20,"Portland","Oregon",3,1,4,"Sunday","02","2022","2022-02","Gun Violence Archive","Oregon-Portland"
2237697,2022-02-19,"Portland","Oregon",5,1,6,"Saturday","02","2022","2022-02","Gun Violence Archive","Oregon-Portland"
2237593,2022-02-19,"Charleston","Missouri",14,2,16,"Saturday","02","2022","2022-02","Gun Violence Archive","Missouri-Charleston"
2237196,2022-02-19,"Turlock","California",7,0,7,"Saturday","02","2022","2022-02","Gun Violence Archive","California-Turlock"
2237058,2022-02-19,"Durham","North Carolina",2,2,4,"Saturday","02","2022","2022-02","Gun Violence Archive","North Carolina-Durham"
2236857,2022-02-18,"Temple Hills (Marlow Heights)","Maryland",2,2,4,"Friday","02","2022","2022-02","Gun Violence Archive","Maryland-Temple Hills (Marlow Heights)"
2236155,2022-02-17,"Philadelphia","Pennsylvania",4,0,4,"Thursday","02","2022","2022-02","Gun Violence Archive","Pennsylvania-Philadelphia"
2235778,2022-02-17,"Houston","Texas",5,0,5,"Thursday","02","2022","2022-02","Gun Violence Archive","Texas-Houston"
2235366,2022-02-16,"Miami","Florida",3,1,4,"Wednesday","02","2022","2022-02","Gun Violence Archive","Florida-Miami"
2234868,2022-02-15,"Joliet","Illinois",3,1,4,"Tuesday","02","2022","2022-02","Gun Violence Archive","Illinois-Joliet"
2232854,2022-02-13,"Racine","Wisconsin",5,0,5,"Sunday","02","2022","2022-02","Gun Violence Archive","Wisconsin-Racine"
2232351,2022-02-12,"Murfreesboro","Tennessee",4,1,5,"Saturday","02","2022","2022-02","Gun Violence Archive","Tennessee-Murfreesboro"
2232287,2022-02-12,"West Hollywood","California",4,0,4,"Saturday","02","2022","2022-02","Gun Violence Archive","California-West Hollywood"
2232476,2022-02-12,"Little Rock","Arkansas",3,1,4,"Saturday","02","2022","2022-02","Gun Violence Archive","Arkansas-Little Rock"
2231921,2022-02-11,"Springfield","Missouri",4,0,4,"Friday","02","2022","2022-02","Gun Violence Archive","Missouri-Springfield"
1963556,2021-03-28,"Cleveland","Ohio",7,0,7,"Sunday","03","2021","2021-03","Gun Violence Archive","Ohio-Cleveland"
1963598,2021-03-28,"Essex","Maryland",1,4,5,"Sunday","03","2021","2021-03","Gun Violence Archive","Maryland-Essex"
1964030,2021-03-28,"San Antonio","Texas",4,0,4,"Sunday","03","2021","2021-03","Gun Violence Archive","Texas-San Antonio"
1964085,2021-03-28,"Chicago","Illinois",4,0,4,"Sunday","03","2021","2021-03","Gun Violence Archive","Illinois-Chicago"
1963052,2021-03-27,"Chicago","Illinois",4,0,4,"Saturday","03","2021","2021-03","Gun Violence Archive","Illinois-Chicago"
1962934,2021-03-27,"Yazoo City","Mississippi",6,0,6,"Saturday","03","2021","2021-03","Gun Violence Archive","Mississippi-Yazoo City"
1962686,2021-03-27,"River Grove","Illinois",3,1,4,"Saturday","03","2021","2021-03","Gun Violence Archive","Illinois-River Grove"
1962562,2021-03-26,"Virginia Beach","Virginia",9,0,9,"Friday","03","2021","2021-03","Gun Violence Archive","Virginia-Virginia Beach"
1964271,2021-03-26,"Norfolk","Virginia",4,0,4,"Friday","03","2021","2021-03","Gun Violence Archive","Virginia-Norfolk"
1962890,2021-03-26,"Memphis","Tennessee",2,3,5,"Friday","03","2021","2021-03","Gun Violence Archive","Tennessee-Memphis"
1961753,2021-03-26,"Chicago","Illinois",7,1,8,"Friday","03","2021","2021-03","Gun Violence Archive","Illinois-Chicago"
1962507,2021-03-26,"Philadelphia","Pennsylvania",7,0,7,"Friday","03","2021","2021-03","Gun Violence Archive","Pennsylvania-Philadelphia"
1960283,2021-03-23,"Aliceville","Alabama",2,2,4,"Tuesday","03","2021","2021-03","Gun Violence Archive","Alabama-Aliceville"
1958652,2021-03-22,"Boulder","Colorado",0,10,10,"Monday","03","2021","2021-03","Gun Violence Archive","Colorado-Boulder"
1959549,2021-03-22,"Detroit","Michigan",3,1,4,"Monday","03","2021","2021-03","Gun Violence Archive","Michigan-Detroit"
1957188,2021-03-20,"Houston","Texas",5,0,5,"Saturday","03","2021","2021-03","Gun Violence Archive","Texas-Houston"
1957226,2021-03-20,"Dallas","Texas",7,1,8,"Saturday","03","2021","2021-03","Gun Violence Archive","Texas-Dallas"
1957252,2021-03-20,"Philadelphia","Pennsylvania",5,1,6,"Saturday","03","2021","2021-03","Gun Violence Archive","Pennsylvania-Philadelphia"
1956081,2021-03-18,"Gresham","Oregon",4,0,4,"Thursday","03","2021","2021-03","Gun Violence Archive","Oregon-Gresham"
1955948,2021-03-18,"New Orleans","Louisiana",4,0,4,"Thursday","03","2021","2021-03","Gun Violence Archive","Louisiana-New Orleans"
1956001,2021-03-17,"Stockton","California",5,0,5,"Wednesday","03","2021","2021-03","Gun Violence Archive","California-Stockton"
1954379,2021-03-16,"Acworth","Georgia",1,8,9,"Tuesday","03","2021","2021-03","Gun Violence Archive","Georgia-Acworth"
1954950,2021-03-16,"Phoenix","Arizona",1,3,4,"Tuesday","03","2021","2021-03","Gun Violence Archive","Arizona-Phoenix"
1953309,2021-03-15,"Indianapolis","Indiana",4,1,5,"Monday","03","2021","2021-03","Gun Violence Archive","Indiana-Indianapolis"
1952662,2021-03-14,"Chicago","Illinois",4,0,4,"Sunday","03","2021","2021-03","Gun Violence Archive","Illinois-Chicago"
1622962,2020-02-16,"Pensacola","Florida",4,1,5,"Sunday","02","2020","2020-02","Gun Violence Archive","Florida-Pensacola"
1622340,2020-02-15,"New Orleans","Louisiana",4,0,4,"Saturday","02","2020","2020-02","Gun Violence Archive","Louisiana-New Orleans"
1622233,2020-02-15,"Memphis","Tennessee",7,0,7,"Saturday","02","2020","2020-02","Gun Violence Archive","Tennessee-Memphis"
1621821,2020-02-14,"Chicago","Illinois",6,0,6,"Friday","02","2020","2020-02","Gun Violence Archive","Illinois-Chicago"
1619064,2020-02-10,"Dover","Delaware",4,1,5,"Monday","02","2020","2020-02","Gun Violence Archive","Delaware-Dover"
1616964,2020-02-08,"Houston","Texas",3,1,4,"Saturday","02","2020","2020-02","Gun Violence Archive","Texas-Houston"
1615155,2020-02-05,"Indianapolis","Indiana",0,4,4,"Wednesday","02","2020","2020-02","Gun Violence Archive","Indiana-Indianapolis"
1612716,2020-02-03,"Lebec","California",5,1,6,"Monday","02","2020","2020-02","Gun Violence Archive","California-Lebec"
1613020,2020-02-03,"Machias","Maine",1,3,4,"Monday","02","2020","2020-02","Gun Violence Archive","Maine-Machias"
1612597,2020-02-01,"Philadelphia","Mississippi",4,0,4,"Saturday","02","2020","2020-02","Gun Violence Archive","Mississippi-Philadelphia"
1611037,2020-01-31,"Boynton Beach","Florida",3,1,4,"Friday","01","2020","2020-01","Gun Violence Archive","Florida-Boynton Beach"
1611563,2020-01-31,"Delano","California",4,1,5,"Friday","01","2020","2020-01","Gun Violence Archive","California-Delano"
1610782,2020-01-31,"Shreveport","Louisiana",4,0,4,"Friday","01","2020","2020-01","Gun Violence Archive","Louisiana-Shreveport"
1610240,2020-01-30,"Merced","California",4,0,4,"Thursday","01","2020","2020-01","Gun Violence Archive","California-Merced"
1606554,2020-01-27,"Bridgeport","Connecticut",4,0,4,"Monday","01","2020","2020-01","Gun Violence Archive","Connecticut-Bridgeport"
1605948,2020-01-26,"Cape Girardeau","Missouri",5,0,5,"Sunday","01","2020","2020-01","Gun Violence Archive","Missouri-Cape Girardeau"
1605752,2020-01-26,"Hartsville","South Carolina",3,3,6,"Sunday","01","2020","2020-01","Gun Violence Archive","South Carolina-Hartsville"
1605798,2020-01-26,"Newburgh","New York",1,3,4,"Sunday","01","2020","2020-01","Gun Violence Archive","New York-Newburgh"
1605770,2020-01-26,"Salisbury","North Carolina",6,0,6,"Sunday","01","2020","2020-01","Gun Violence Archive","North Carolina-Salisbury"
1606476,2020-01-24,"Vanceboro","North Carolina",0,4,4,"Friday","01","2020","2020-01","Gun Violence Archive","North Carolina-Vanceboro"
1603241,2020-01-22,"Seattle","Washington",6,1,7,"Wednesday","01","2020","2020-01","Gun Violence Archive","Washington-Seattle"
1600522,2020-01-19,"San Antonio","Texas",5,2,7,"Sunday","01","2020","2020-01","Gun Violence Archive","Texas-San Antonio"
1600787,2020-01-19,"Kansas City","Missouri",15,1,16,"Sunday","01","2020","2020-01","Gun Violence Archive","Missouri-Kansas City"
1600221,2020-01-19,"Memphis","Tennessee",4,1,5,"Sunday","01","2020","2020-01","Gun Violence Archive","Tennessee-Memphis"
1600350,2020-01-18,"South Houston","Texas",2,2,4,"Saturday","01","2020","2020-01","Gun Violence Archive","Texas-South Houston"
2516309,2023-02-01,"Texas City","Texas",4,0,4,"Wednesday","02","2023","2023-02","Gun Violence Archive","Texas-Texas City"
2514902,2023-01-31,"Durham","North Carolina",2,2,4,"Tuesday","01","2023","2023-01","Gun Violence Archive","North Carolina-Durham"
2514564,2023-01-30,"Lakeland","Florida",11,0,11,"Monday","01","2023","2023-01","Gun Violence Archive","Florida-Lakeland"
2514220,2023-01-30,"Dallas","Texas",3,1,4,"Monday","01","2023","2023-01","Gun Violence Archive","Texas-Dallas"
2605383,2023-01-29,"Luttrell","Tennessee",0,4,4,"Sunday","01","2023","2023-01","Gun Violence Archive","Tennessee-Luttrell"
2513512,2023-01-29,"Columbus","Ohio",3,1,4,"Sunday","01","2023","2023-01","Gun Violence Archive","Ohio-Columbus"
2513575,2023-01-29,"Greensboro","North Carolina",6,1,7,"Sunday","01","2023","2023-01","Gun Violence Archive","North Carolina-Greensboro"
2513517,2023-01-28,"Andrews","South Carolina",2,2,4,"Saturday","01","2023","2023-01","Gun Violence Archive","South Carolina-Andrews"
2513496,2023-01-28,"Austin","Texas",3,2,5,"Saturday","01","2023","2023-01","Gun Violence Archive","Texas-Austin"
2513044,2023-01-28,"Beverly Hills","California",2,3,5,"Saturday","01","2023","2023-01","Gun Violence Archive","California-Beverly Hills"
2513527,2023-01-28,"Philadelphia","Pennsylvania",4,0,4,"Saturday","01","2023","2023-01","Gun Violence Archive","Pennsylvania-Philadelphia"
2512985,2023-01-27,"San Diego","California",4,1,5,"Friday","01","2023","2023-01","Gun Violence Archive","California-San Diego"
2512343,2023-01-26,"Newark","New Jersey",4,1,5,"Thursday","01","2023","2023-01","Gun Violence Archive","New Jersey-Newark"
2512617,2023-01-26,"Lancaster","Pennsylvania",4,0,4,"Thursday","01","2023","2023-01","Gun Violence Archive","Pennsylvania-Lancaster"
2510365,2023-01-24,"Red Springs","North Carolina",1,3,4,"Tuesday","01","2023","2023-01","Gun Violence Archive","North Carolina-Red Springs"
2509362,2023-01-23,"Chicago","Illinois",3,2,5,"Monday","01","2023","2023-01","Gun Violence Archive","Illinois-Chicago"
2510063,2023-01-23,"Oakland","California",4,1,5,"Monday","01","2023","2023-01","Gun Violence Archive","California-Oakland"
2509663,2023-01-23,"Half Moon Bay","California",1,7,8,"Monday","01","2023","2023-01","Gun Violence Archive","California-Half Moon Bay"
2508522,2023-01-22,"Shreveport","Louisiana",7,1,8,"Sunday","01","2023","2023-01","Gun Violence Archive","Louisiana-Shreveport"
2508370,2023-01-22,"Baton Rouge","Louisiana",12,0,12,"Sunday","01","2023","2023-01","Gun Violence Archive","Louisiana-Baton Rouge"
2508683,2023-01-22,"Robinsonville (Tunica Resorts)","Mississippi",4,0,4,"Sunday","01","2023","2023-01","Gun Violence Archive","Mississippi-Robinsonville (Tunica Resorts)"
2507836,2023-01-21,"Monterey Park","California",9,11,20,"Saturday","01","2023","2023-01","Gun Violence Archive","California-Monterey Park"
2507423,2023-01-21,"Yuma","Arizona",5,0,5,"Saturday","01","2023","2023-01","Gun Violence Archive","Arizona-Yuma"
2504645,2023-01-17,"Houston","Texas",4,0,4,"Tuesday","01","2023","2023-01","Gun Violence Archive","Texas-Houston"
2503345,2023-01-16,"Goshen","California",0,6,6,"Monday","01","2023","2023-01","Gun Violence Archive","California-Goshen"
2231371,2022-02-11,"Phoenix","Arizona",9,1,10,"Friday","02","2022","2022-02","Gun Violence Archive","Arizona-Phoenix"
2227759,2022-02-06,"Fort Lauderdale","Florida",4,0,4,"Sunday","02","2022","2022-02","Gun Violence Archive","Florida-Fort Lauderdale"
2228979,2022-02-06,"Romeoville","Illinois",5,0,5,"Sunday","02","2022","2022-02","Gun Violence Archive","Illinois-Romeoville"
2228510,2022-02-06,"Fresno","California",2,2,4,"Sunday","02","2022","2022-02","Gun Violence Archive","California-Fresno"
2228660,2022-02-06,"Wilmington","North Carolina",4,0,4,"Sunday","02","2022","2022-02","Gun Violence Archive","North Carolina-Wilmington"
2227058,2022-02-05,"Corsicana","Texas",0,7,7,"Saturday","02","2022","2022-02","Gun Violence Archive","Texas-Corsicana"
2227187,2022-02-05,"Las Cruces","New Mexico",3,1,4,"Saturday","02","2022","2022-02","Gun Violence Archive","New Mexico-Las Cruces"
2227035,2022-02-04,"Blacksburg","Virginia",4,1,5,"Friday","02","2022","2022-02","Gun Violence Archive","Virginia-Blacksburg"
2225493,2022-02-02,"Oroville","California",4,1,5,"Wednesday","02","2022","2022-02","Gun Violence Archive","California-Oroville"
2224788,2022-02-01,"Milwaukee","Wisconsin",5,0,5,"Tuesday","02","2022","2022-02","Gun Violence Archive","Wisconsin-Milwaukee"
2224013,2022-01-31,"Raleigh","North Carolina",3,1,4,"Monday","01","2022","2022-01","Gun Violence Archive","North Carolina-Raleigh"
2222953,2022-01-30,"Winter Haven","Florida",3,1,4,"Sunday","01","2022","2022-01","Gun Violence Archive","Florida-Winter Haven"
2223019,2022-01-30,"Augusta","Georgia",3,1,4,"Sunday","01","2022","2022-01","Gun Violence Archive","Georgia-Augusta"
2222557,2022-01-29,"Saint Louis","Missouri",1,3,4,"Saturday","01","2022","2022-01","Gun Violence Archive","Missouri-Saint Louis"
2222383,2022-01-29,"Atlanta","Georgia",3,1,4,"Saturday","01","2022","2022-01","Gun Violence Archive","Georgia-Atlanta"
2222766,2022-01-29,"Bakersfield","California",4,0,4,"Saturday","01","2022","2022-01","Gun Violence Archive","California-Bakersfield"
2220985,2022-01-27,"Washington","District of Columbia",4,1,5,"Thursday","01","2022","2022-01","Gun Violence Archive","District of Columbia-Washington"
2217882,2022-01-23,"Inglewood","California",1,4,5,"Sunday","01","2022","2022-01","Gun Violence Archive","California-Inglewood"
2218159,2022-01-23,"Milwaukee","Wisconsin",0,6,6,"Sunday","01","2022","2022-01","Gun Violence Archive","Wisconsin-Milwaukee"
2215955,2022-01-19,"Baltimore","Maryland",1,3,4,"Wednesday","01","2022","2022-01","Gun Violence Archive","Maryland-Baltimore"
2215256,2022-01-19,"New Orleans","Louisiana",4,0,4,"Wednesday","01","2022","2022-01","Gun Violence Archive","Louisiana-New Orleans"
2214013,2022-01-18,"Miami","Florida",4,0,4,"Tuesday","01","2022","2022-01","Gun Violence Archive","Florida-Miami"
2214306,2022-01-17,"San Antonio","Texas",4,1,5,"Monday","01","2022","2022-01","Gun Violence Archive","Texas-San Antonio"
2213456,2022-01-16,"Savannah","Georgia",3,1,4,"Sunday","01","2022","2022-01","Gun Violence Archive","Georgia-Savannah"
2212018,2022-01-15,"Brunswick","Georgia",5,1,6,"Saturday","01","2022","2022-01","Gun Violence Archive","Georgia-Brunswick"
1953202,2021-03-14,"Tampa","Florida",4,0,4,"Sunday","03","2021","2021-03","Gun Violence Archive","Florida-Tampa"
1952281,2021-03-14,"Chicago","Illinois",13,2,15,"Sunday","03","2021","2021-03","Gun Violence Archive","Illinois-Chicago"
1952151,2021-03-13,"Brooklyn","New York",5,0,5,"Saturday","03","2021","2021-03","Gun Violence Archive","New York-Brooklyn"
1951681,2021-03-13,"Orlando","Florida",3,1,4,"Saturday","03","2021","2021-03","Gun Violence Archive","Florida-Orlando"
1951738,2021-03-13,"Richmond","Virginia",4,2,6,"Saturday","03","2021","2021-03","Gun Violence Archive","Virginia-Richmond"
1952161,2021-03-13,"Indianapolis","Indiana",1,4,5,"Saturday","03","2021","2021-03","Gun Violence Archive","Indiana-Indianapolis"
1951476,2021-03-12,"Greensboro","North Carolina",3,1,4,"Friday","03","2021","2021-03","Gun Violence Archive","North Carolina-Greensboro"
1951383,2021-03-12,"Austin","Texas",4,0,4,"Friday","03","2021","2021-03","Gun Violence Archive","Texas-Austin"
1950471,2021-03-11,"Philadelphia","Pennsylvania",2,2,4,"Thursday","03","2021","2021-03","Gun Violence Archive","Pennsylvania-Philadelphia"
1950346,2021-03-11,"Ohkay Owingeh","New Mexico",3,1,4,"Thursday","03","2021","2021-03","Gun Violence Archive","New Mexico-Ohkay Owingeh"
1949977,2021-03-10,"Houston","Texas",1,3,4,"Wednesday","03","2021","2021-03","Gun Violence Archive","Texas-Houston"
1948233,2021-03-08,"Clearwater","Florida",3,1,4,"Monday","03","2021","2021-03","Gun Violence Archive","Florida-Clearwater"
1948470,2021-03-07,"Edwards","Mississippi",4,0,4,"Sunday","03","2021","2021-03","Gun Violence Archive","Mississippi-Edwards"
1947241,2021-03-06,"Yuba City","California",3,2,5,"Saturday","03","2021","2021-03","Gun Violence Archive","California-Yuba City"
